series,date,state,sector,value,year
growth_yoy,01/01/2016,W.P. Kuala Lumpur,Overall GDP,5.958,2016
growth_yoy,01/01/2016,W.P. Kuala Lumpur,Agriculture,,2016
growth_yoy,01/01/2016,W.P. Kuala Lumpur,Mining & Quarrying,9.872,2016
growth_yoy,01/01/2016,W.P. Kuala Lumpur,Manufacturing,2.722,2016
growth_yoy,01/01/2016,W.P. Kuala Lumpur,Construction,12.344,2016
growth_yoy,01/01/2016,W.P. Kuala Lumpur,Services,5.628,2016
growth_yoy,01/01/2016,W.P. Kuala Lumpur,Import Duties,1.084,2016
growth_yoy,01/01/2016,W.P. Labuan,Overall GDP,6.881,2016
growth_yoy,01/01/2016,W.P. Labuan,Agriculture,-3.1,2016
growth_yoy,01/01/2016,W.P. Labuan,Mining & Quarrying,,2016
growth_yoy,01/01/2016,W.P. Labuan,Manufacturing,7.475,2016
growth_yoy,01/01/2016,W.P. Labuan,Construction,-18.763,2016
growth_yoy,01/01/2016,W.P. Labuan,Services,7.885,2016
growth_yoy,01/01/2016,W.P. Labuan,Import Duties,3.902,2016
growth_yoy,01/01/2017,Johor,Overall GDP,5.896,2017
growth_yoy,01/01/2017,Johor,Agriculture,7.585,2017
growth_yoy,01/01/2017,Johor,Mining & Quarrying,15.139,2017
growth_yoy,01/01/2017,Johor,Manufacturing,6.869,2017
growth_yoy,01/01/2017,Johor,Construction,-6.362,2017
growth_yoy,01/01/2017,Johor,Services,6.634,2017
growth_yoy,01/01/2017,Johor,Import Duties,8.588,2017
growth_yoy,01/01/2017,Kedah,Overall GDP,4.643,2017
growth_yoy,01/01/2017,Kedah,Agriculture,5.046,2017
growth_yoy,01/01/2017,Kedah,Mining & Quarrying,14.514,2017
growth_yoy,01/01/2017,Kedah,Manufacturing,4.319,2017
growth_yoy,01/01/2017,Kedah,Construction,-6.995,2017
growth_yoy,01/01/2017,Kedah,Services,5.328,2017
growth_yoy,01/01/2017,Kedah,Import Duties,-4.811,2017
growth_yoy,01/01/2017,Kelantan,Overall GDP,4.562,2017
growth_yoy,01/01/2017,Kelantan,Agriculture,3.582,2017
growth_yoy,01/01/2017,Kelantan,Mining & Quarrying,16.733,2017
growth_yoy,01/01/2017,Kelantan,Manufacturing,9.034,2017
growth_yoy,01/01/2017,Kelantan,Construction,-9.472,2017
growth_yoy,01/01/2017,Kelantan,Services,4.882,2017
growth_yoy,01/01/2017,Kelantan,Import Duties,6.181,2017
growth_yoy,01/01/2017,Melaka,Overall GDP,8.266,2017
growth_yoy,01/01/2017,Melaka,Agriculture,7.253,2017
growth_yoy,01/01/2017,Melaka,Mining & Quarrying,7.569,2017
growth_yoy,01/01/2017,Melaka,Manufacturing,6.798,2017
growth_yoy,01/01/2017,Melaka,Construction,72.431,2017
growth_yoy,01/01/2017,Melaka,Services,5.425,2017
growth_yoy,01/01/2017,Melaka,Import Duties,183.583,2017
growth_yoy,01/01/2017,Negeri Sembilan,Overall GDP,4.894,2017
growth_yoy,01/01/2017,Negeri Sembilan,Agriculture,8.664,2017
growth_yoy,01/01/2017,Negeri Sembilan,Mining & Quarrying,9.769,2017
growth_yoy,01/01/2017,Negeri Sembilan,Manufacturing,3.229,2017
growth_yoy,01/01/2017,Negeri Sembilan,Construction,17.029,2017
growth_yoy,01/01/2017,Negeri Sembilan,Services,4.705,2017
growth_yoy,01/01/2017,Negeri Sembilan,Import Duties,5.293,2017
growth_yoy,01/01/2017,Pahang,Overall GDP,7.304,2017
growth_yoy,01/01/2017,Pahang,Agriculture,9.475,2017
growth_yoy,01/01/2017,Pahang,Mining & Quarrying,-19.314,2017
growth_yoy,01/01/2017,Pahang,Manufacturing,6.569,2017
growth_yoy,01/01/2017,Pahang,Construction,18.501,2017
growth_yoy,01/01/2017,Pahang,Services,6.144,2017
growth_yoy,01/01/2017,Pahang,Import Duties,75.987,2017
growth_yoy,01/01/2017,Perak,Overall GDP,5.122,2017
growth_yoy,01/01/2017,Perak,Agriculture,7.787,2017
growth_yoy,01/01/2017,Perak,Mining & Quarrying,5.906,2017
growth_yoy,01/01/2017,Perak,Manufacturing,7.99,2017
growth_yoy,01/01/2017,Perak,Construction,-24.151,2017
growth_yoy,01/01/2017,Perak,Services,5.558,2017
growth_yoy,01/01/2017,Perak,Import Duties,33.705,2017
growth_yoy,01/01/2017,Perlis,Overall GDP,2.245,2017
growth_yoy,01/01/2017,Perlis,Agriculture,4.076,2017
growth_yoy,01/01/2017,Perlis,Mining & Quarrying,8.276,2017
growth_yoy,01/01/2017,Perlis,Manufacturing,2.257,2017
growth_yoy,01/01/2017,Perlis,Construction,-42.848,2017
growth_yoy,01/01/2017,Perlis,Services,4.023,2017
growth_yoy,01/01/2017,Perlis,Import Duties,10.383,2017
growth_yoy,01/01/2017,Pulau Pinang,Overall GDP,5.182,2017
growth_yoy,01/01/2017,Pulau Pinang,Agriculture,2.344,2017
growth_yoy,01/01/2017,Pulau Pinang,Mining & Quarrying,6.226,2017
growth_yoy,01/01/2017,Pulau Pinang,Manufacturing,5.69,2017
growth_yoy,01/01/2017,Pulau Pinang,Construction,-9.906,2017
growth_yoy,01/01/2017,Pulau Pinang,Services,5.566,2017
growth_yoy,01/01/2017,Pulau Pinang,Import Duties,25.876,2017
growth_yoy,01/01/2017,Sabah,Overall GDP,8.095,2017
growth_yoy,01/01/2017,Sabah,Agriculture,4.734,2017
growth_yoy,01/01/2017,Sabah,Mining & Quarrying,15.679,2017
growth_yoy,01/01/2017,Sabah,Manufacturing,5.394,2017
growth_yoy,01/01/2017,Sabah,Construction,-1.487,2017
growth_yoy,01/01/2017,Sabah,Services,5.536,2017
growth_yoy,01/01/2017,Sabah,Import Duties,16.595,2017
growth_yoy,01/01/2017,Sarawak,Overall GDP,4.542,2017
growth_yoy,01/01/2017,Sarawak,Agriculture,0.578,2017
growth_yoy,01/01/2017,Sarawak,Mining & Quarrying,3.284,2017
growth_yoy,01/01/2017,Sarawak,Manufacturing,3.707,2017
growth_yoy,01/01/2017,Sarawak,Construction,19.849,2017
growth_yoy,01/01/2017,Sarawak,Services,6.245,2017
growth_yoy,01/01/2017,Sarawak,Import Duties,16.57,2017
growth_yoy,01/01/2017,Selangor,Overall GDP,7.22,2017
growth_yoy,01/01/2017,Selangor,Agriculture,11.55,2017
growth_yoy,01/01/2017,Selangor,Mining & Quarrying,7.571,2017
growth_yoy,01/01/2017,Selangor,Manufacturing,7.945,2017
growth_yoy,01/01/2017,Selangor,Construction,8.234,2017
growth_yoy,01/01/2017,Selangor,Services,6.987,2017
growth_yoy,01/01/2017,Selangor,Import Duties,1.319,2017
growth_yoy,01/01/2017,Terengganu,Overall GDP,5.743,2017
growth_yoy,01/01/2017,Terengganu,Agriculture,8.951,2017
growth_yoy,01/01/2017,Terengganu,Mining & Quarrying,9.051,2017
growth_yoy,01/01/2017,Terengganu,Manufacturing,3.883,2017
growth_yoy,01/01/2017,Terengganu,Construction,38.739,2017
growth_yoy,01/01/2017,Terengganu,Services,4.376,2017
growth_yoy,01/01/2017,Terengganu,Import Duties,110.722,2017
growth_yoy,01/01/2017,W.P. Kuala Lumpur,Overall GDP,7.584,2017
growth_yoy,01/01/2017,W.P. Kuala Lumpur,Agriculture,,2017
growth_yoy,01/01/2017,W.P. Kuala Lumpur,Mining & Quarrying,12.827,2017
growth_yoy,01/01/2017,W.P. Kuala Lumpur,Manufacturing,1.313,2017
growth_yoy,01/01/2017,W.P. Kuala Lumpur,Construction,13.073,2017
growth_yoy,01/01/2017,W.P. Kuala Lumpur,Services,6.787,2017
growth_yoy,01/01/2017,W.P. Kuala Lumpur,Import Duties,44.306,2017
growth_yoy,01/01/2017,W.P. Labuan,Overall GDP,5.892,2017
growth_yoy,01/01/2017,W.P. Labuan,Agriculture,3.734,2017
growth_yoy,01/01/2017,W.P. Labuan,Mining & Quarrying,,2017
growth_yoy,01/01/2017,W.P. Labuan,Manufacturing,3.161,2017
growth_yoy,01/01/2017,W.P. Labuan,Construction,12.605,2017
growth_yoy,01/01/2017,W.P. Labuan,Services,5.123,2017
growth_yoy,01/01/2017,W.P. Labuan,Import Duties,91.675,2017
growth_yoy,01/01/2018,Johor,Overall GDP,5.685,2018
growth_yoy,01/01/2018,Johor,Agriculture,0.473,2018
growth_yoy,01/01/2018,Johor,Mining & Quarrying,8.483,2018
growth_yoy,01/01/2018,Johor,Manufacturing,5.135,2018
growth_yoy,01/01/2018,Johor,Construction,9.636,2018
growth_yoy,01/01/2018,Johor,Services,7.338,2018
growth_yoy,01/01/2018,Johor,Import Duties,-10.335,2018
growth_yoy,01/01/2018,Kedah,Overall GDP,4.034,2018
growth_yoy,01/01/2018,Kedah,Agriculture,0.054,2018
growth_yoy,01/01/2018,Kedah,Mining & Quarrying,4.865,2018
growth_yoy,01/01/2018,Kedah,Manufacturing,3.035,2018
growth_yoy,01/01/2018,Kedah,Construction,8.707,2018
growth_yoy,01/01/2018,Kedah,Services,5.443,2018
growth_yoy,01/01/2018,Kedah,Import Duties,-8.368,2018
growth_yoy,01/01/2018,Kelantan,Overall GDP,2.73,2018
growth_yoy,01/01/2018,Kelantan,Agriculture,-0.845,2018
growth_yoy,01/01/2018,Kelantan,Mining & Quarrying,19.739,2018
growth_yoy,01/01/2018,Kelantan,Manufacturing,0.26,2018
growth_yoy,01/01/2018,Kelantan,Construction,-37.718,2018
growth_yoy,01/01/2018,Kelantan,Services,5.171,2018
growth_yoy,01/01/2018,Kelantan,Import Duties,-1.599,2018
growth_yoy,01/01/2018,Melaka,Overall GDP,3.786,2018
growth_yoy,01/01/2018,Melaka,Agriculture,-1.247,2018
growth_yoy,01/01/2018,Melaka,Mining & Quarrying,9.496,2018
growth_yoy,01/01/2018,Melaka,Manufacturing,4.573,2018
growth_yoy,01/01/2018,Melaka,Construction,-13.063,2018
growth_yoy,01/01/2018,Melaka,Services,6.003,2018
growth_yoy,01/01/2018,Melaka,Import Duties,-4.645,2018
growth_yoy,01/01/2018,Negeri Sembilan,Overall GDP,4.287,2018
growth_yoy,01/01/2018,Negeri Sembilan,Agriculture,0.055,2018
growth_yoy,01/01/2018,Negeri Sembilan,Mining & Quarrying,3.042,2018
growth_yoy,01/01/2018,Negeri Sembilan,Manufacturing,3.327,2018
growth_yoy,01/01/2018,Negeri Sembilan,Construction,11.649,2018
growth_yoy,01/01/2018,Negeri Sembilan,Services,5.787,2018
growth_yoy,01/01/2018,Negeri Sembilan,Import Duties,-9.529,2018
growth_yoy,01/01/2018,Pahang,Overall GDP,3.112,2018
growth_yoy,01/01/2018,Pahang,Agriculture,1.347,2018
growth_yoy,01/01/2018,Pahang,Mining & Quarrying,-0.558,2018
growth_yoy,01/01/2018,Pahang,Manufacturing,5.752,2018
growth_yoy,01/01/2018,Pahang,Construction,-25.74,2018
growth_yoy,01/01/2018,Pahang,Services,6.491,2018
growth_yoy,01/01/2018,Pahang,Import Duties,-19.245,2018
growth_yoy,01/01/2018,Perak,Overall GDP,5.328,2018
growth_yoy,01/01/2018,Perak,Agriculture,0.474,2018
growth_yoy,01/01/2018,Perak,Mining & Quarrying,5.147,2018
growth_yoy,01/01/2018,Perak,Manufacturing,4.178,2018
growth_yoy,01/01/2018,Perak,Construction,10.586,2018
growth_yoy,01/01/2018,Perak,Services,6.701,2018
growth_yoy,01/01/2018,Perak,Import Duties,-13.824,2018
growth_yoy,01/01/2018,Perlis,Overall GDP,3.349,2018
growth_yoy,01/01/2018,Perlis,Agriculture,0.908,2018
growth_yoy,01/01/2018,Perlis,Mining & Quarrying,6.11,2018
growth_yoy,01/01/2018,Perlis,Manufacturing,1.52,2018
growth_yoy,01/01/2018,Perlis,Construction,21.511,2018
growth_yoy,01/01/2018,Perlis,Services,4.251,2018
growth_yoy,01/01/2018,Perlis,Import Duties,-12.308,2018
growth_yoy,01/01/2018,Pulau Pinang,Overall GDP,5.148,2018
growth_yoy,01/01/2018,Pulau Pinang,Agriculture,-3.204,2018
growth_yoy,01/01/2018,Pulau Pinang,Mining & Quarrying,8.741,2018
growth_yoy,01/01/2018,Pulau Pinang,Manufacturing,5.432,2018
growth_yoy,01/01/2018,Pulau Pinang,Construction,-2.575,2018
growth_yoy,01/01/2018,Pulau Pinang,Services,6.126,2018
growth_yoy,01/01/2018,Pulau Pinang,Import Duties,-10.522,2018
growth_yoy,01/01/2018,Sabah,Overall GDP,1.454,2018
growth_yoy,01/01/2018,Sabah,Agriculture,-0.333,2018
growth_yoy,01/01/2018,Sabah,Mining & Quarrying,-5.686,2018
growth_yoy,01/01/2018,Sabah,Manufacturing,2.379,2018
growth_yoy,01/01/2018,Sabah,Construction,25.65,2018
growth_yoy,01/01/2018,Sabah,Services,5.614,2018
growth_yoy,01/01/2018,Sabah,Import Duties,-7.052,2018
growth_yoy,01/01/2018,Sarawak,Overall GDP,2.183,2018
growth_yoy,01/01/2018,Sarawak,Agriculture,-0.679,2018
growth_yoy,01/01/2018,Sarawak,Mining & Quarrying,-1.943,2018
growth_yoy,01/01/2018,Sarawak,Manufacturing,2.206,2018
growth_yoy,01/01/2018,Sarawak,Construction,1.097,2018
growth_yoy,01/01/2018,Sarawak,Services,6.365,2018
growth_yoy,01/01/2018,Sarawak,Import Duties,-8.716,2018
growth_yoy,01/01/2018,Selangor,Overall GDP,6.959,2018
growth_yoy,01/01/2018,Selangor,Agriculture,4.986,2018
growth_yoy,01/01/2018,Selangor,Mining & Quarrying,6.606,2018
growth_yoy,01/01/2018,Selangor,Manufacturing,7.261,2018
growth_yoy,01/01/2018,Selangor,Construction,6.06,2018
growth_yoy,01/01/2018,Selangor,Services,7.69,2018
growth_yoy,01/01/2018,Selangor,Import Duties,-8.962,2018
growth_yoy,01/01/2018,Terengganu,Overall GDP,2.53,2018
growth_yoy,01/01/2018,Terengganu,Agriculture,-2.547,2018
growth_yoy,01/01/2018,Terengganu,Mining & Quarrying,5.416,2018
growth_yoy,01/01/2018,Terengganu,Manufacturing,3.727,2018
growth_yoy,01/01/2018,Terengganu,Construction,-8.997,2018
growth_yoy,01/01/2018,Terengganu,Services,3.612,2018
growth_yoy,01/01/2018,Terengganu,Import Duties,-38.863,2018
growth_yoy,01/01/2018,W.P. Kuala Lumpur,Overall GDP,6.879,2018
growth_yoy,01/01/2018,W.P. Kuala Lumpur,Agriculture,,2018
growth_yoy,01/01/2018,W.P. Kuala Lumpur,Mining & Quarrying,0.071,2018
growth_yoy,01/01/2018,W.P. Kuala Lumpur,Manufacturing,-0.052,2018
growth_yoy,01/01/2018,W.P. Kuala Lumpur,Construction,6.338,2018
growth_yoy,01/01/2018,W.P. Kuala Lumpur,Services,7.368,2018
growth_yoy,01/01/2018,W.P. Kuala Lumpur,Import Duties,-3.657,2018
growth_yoy,01/01/2018,W.P. Labuan,Overall GDP,6.703,2018
growth_yoy,01/01/2018,W.P. Labuan,Agriculture,5.8,2018
growth_yoy,01/01/2018,W.P. Labuan,Mining & Quarrying,,2018
growth_yoy,01/01/2018,W.P. Labuan,Manufacturing,5.337,2018
growth_yoy,01/01/2018,W.P. Labuan,Construction,14.949,2018
growth_yoy,01/01/2018,W.P. Labuan,Services,7.623,2018
growth_yoy,01/01/2018,W.P. Labuan,Import Duties,-19.969,2018
growth_yoy,01/01/2019,Johor,Overall GDP,2.787,2019
growth_yoy,01/01/2019,Johor,Agriculture,0.965,2019
growth_yoy,01/01/2019,Johor,Mining & Quarrying,14.263,2019
growth_yoy,01/01/2019,Johor,Manufacturing,4.662,2019
growth_yoy,01/01/2019,Johor,Construction,-27.314,2019
growth_yoy,01/01/2019,Johor,Services,6.483,2019
growth_yoy,01/01/2019,Johor,Import Duties,-3.752,2019
growth_yoy,01/01/2019,Kedah,Overall GDP,4.547,2019
growth_yoy,01/01/2019,Kedah,Agriculture,3.251,2019
growth_yoy,01/01/2019,Kedah,Mining & Quarrying,9.063,2019
growth_yoy,01/01/2019,Kedah,Manufacturing,4.696,2019
growth_yoy,01/01/2019,Kedah,Construction,8.081,2019
growth_yoy,01/01/2019,Kedah,Services,4.869,2019
growth_yoy,01/01/2019,Kedah,Import Duties,-20.341,2019
growth_yoy,01/01/2019,Kelantan,Overall GDP,5.536,2019
growth_yoy,01/01/2019,Kelantan,Agriculture,7.055,2019
growth_yoy,01/01/2019,Kelantan,Mining & Quarrying,15.941,2019
growth_yoy,01/01/2019,Kelantan,Manufacturing,1.5,2019
growth_yoy,01/01/2019,Kelantan,Construction,18.097,2019
growth_yoy,01/01/2019,Kelantan,Services,4.87,2019
growth_yoy,01/01/2019,Kelantan,Import Duties,15.015,2019
growth_yoy,01/01/2019,Melaka,Overall GDP,2.85,2019
growth_yoy,01/01/2019,Melaka,Agriculture,-2.94,2019
growth_yoy,01/01/2019,Melaka,Mining & Quarrying,9.588,2019
growth_yoy,01/01/2019,Melaka,Manufacturing,2.51,2019
growth_yoy,01/01/2019,Melaka,Construction,-9.214,2019
growth_yoy,01/01/2019,Melaka,Services,6.016,2019
growth_yoy,01/01/2019,Melaka,Import Duties,-66.515,2019
growth_yoy,01/01/2019,Negeri Sembilan,Overall GDP,5.12,2019
growth_yoy,01/01/2019,Negeri Sembilan,Agriculture,7.032,2019
growth_yoy,01/01/2019,Negeri Sembilan,Mining & Quarrying,5.434,2019
growth_yoy,01/01/2019,Negeri Sembilan,Manufacturing,2.454,2019
growth_yoy,01/01/2019,Negeri Sembilan,Construction,-3.813,2019
growth_yoy,01/01/2019,Negeri Sembilan,Services,8.638,2019
growth_yoy,01/01/2019,Negeri Sembilan,Import Duties,-18.587,2019
growth_yoy,01/01/2019,Pahang,Overall GDP,3.81,2019
growth_yoy,01/01/2019,Pahang,Agriculture,3.468,2019
growth_yoy,01/01/2019,Pahang,Mining & Quarrying,16.246,2019
growth_yoy,01/01/2019,Pahang,Manufacturing,4.693,2019
growth_yoy,01/01/2019,Pahang,Construction,-28.022,2019
growth_yoy,01/01/2019,Pahang,Services,6.196,2019
growth_yoy,01/01/2019,Pahang,Import Duties,-53.746,2019
growth_yoy,01/01/2019,Perak,Overall GDP,4.056,2019
growth_yoy,01/01/2019,Perak,Agriculture,2.898,2019
growth_yoy,01/01/2019,Perak,Mining & Quarrying,9.542,2019
growth_yoy,01/01/2019,Perak,Manufacturing,3.491,2019
growth_yoy,01/01/2019,Perak,Construction,6.566,2019
growth_yoy,01/01/2019,Perak,Services,4.487,2019
growth_yoy,01/01/2019,Perak,Import Duties,-70.436,2019
growth_yoy,01/01/2019,Perlis,Overall GDP,4.519,2019
growth_yoy,01/01/2019,Perlis,Agriculture,5.84,2019
growth_yoy,01/01/2019,Perlis,Mining & Quarrying,2.259,2019
growth_yoy,01/01/2019,Perlis,Manufacturing,1.014,2019
growth_yoy,01/01/2019,Perlis,Construction,13.18,2019
growth_yoy,01/01/2019,Perlis,Services,4.993,2019
growth_yoy,01/01/2019,Perlis,Import Duties,-26.712,2019
growth_yoy,01/01/2019,Pulau Pinang,Overall GDP,3.739,2019
growth_yoy,01/01/2019,Pulau Pinang,Agriculture,5.005,2019
growth_yoy,01/01/2019,Pulau Pinang,Mining & Quarrying,9.648,2019
growth_yoy,01/01/2019,Pulau Pinang,Manufacturing,2.666,2019
growth_yoy,01/01/2019,Pulau Pinang,Construction,0.936,2019
growth_yoy,01/01/2019,Pulau Pinang,Services,5.475,2019
growth_yoy,01/01/2019,Pulau Pinang,Import Duties,-33.4,2019
growth_yoy,01/01/2019,Sabah,Overall GDP,0.741,2019
growth_yoy,01/01/2019,Sabah,Agriculture,-0.847,2019
growth_yoy,01/01/2019,Sabah,Mining & Quarrying,-5.241,2019
growth_yoy,01/01/2019,Sabah,Manufacturing,-0.643,2019
growth_yoy,01/01/2019,Sabah,Construction,6.189,2019
growth_yoy,01/01/2019,Sabah,Services,5.359,2019
growth_yoy,01/01/2019,Sabah,Import Duties,-42.733,2019
growth_yoy,01/01/2019,Sarawak,Overall GDP,2.819,2019
growth_yoy,01/01/2019,Sarawak,Agriculture,-0.217,2019
growth_yoy,01/01/2019,Sarawak,Mining & Quarrying,1.304,2019
growth_yoy,01/01/2019,Sarawak,Manufacturing,2.905,2019
growth_yoy,01/01/2019,Sarawak,Construction,1.675,2019
growth_yoy,01/01/2019,Sarawak,Services,5.287,2019
growth_yoy,01/01/2019,Sarawak,Import Duties,-32.978,2019
growth_yoy,01/01/2019,Selangor,Overall GDP,6.743,2019
growth_yoy,01/01/2019,Selangor,Agriculture,3.843,2019
growth_yoy,01/01/2019,Selangor,Mining & Quarrying,16.514,2019
growth_yoy,01/01/2019,Selangor,Manufacturing,5.277,2019
growth_yoy,01/01/2019,Selangor,Construction,10.824,2019
growth_yoy,01/01/2019,Selangor,Services,7.001,2019
growth_yoy,01/01/2019,Selangor,Import Duties,8.234,2019
growth_yoy,01/01/2019,Terengganu,Overall GDP,3.336,2019
growth_yoy,01/01/2019,Terengganu,Agriculture,5.942,2019
growth_yoy,01/01/2019,Terengganu,Mining & Quarrying,9.656,2019
growth_yoy,01/01/2019,Terengganu,Manufacturing,0.289,2019
growth_yoy,01/01/2019,Terengganu,Construction,0.37,2019
growth_yoy,01/01/2019,Terengganu,Services,5.6,2019
growth_yoy,01/01/2019,Terengganu,Import Duties,-75.112,2019
growth_yoy,01/01/2019,W.P. Kuala Lumpur,Overall GDP,6.097,2019
growth_yoy,01/01/2019,W.P. Kuala Lumpur,Agriculture,,2019
growth_yoy,01/01/2019,W.P. Kuala Lumpur,Mining & Quarrying,4.744,2019
growth_yoy,01/01/2019,W.P. Kuala Lumpur,Manufacturing,4.286,2019
growth_yoy,01/01/2019,W.P. Kuala Lumpur,Construction,5.867,2019
growth_yoy,01/01/2019,W.P. Kuala Lumpur,Services,6.129,2019
growth_yoy,01/01/2019,W.P. Kuala Lumpur,Import Duties,8.59,2019
growth_yoy,01/01/2019,W.P. Labuan,Overall GDP,5.222,2019
growth_yoy,01/01/2019,W.P. Labuan,Agriculture,6.085,2019
growth_yoy,01/01/2019,W.P. Labuan,Mining & Quarrying,,2019
growth_yoy,01/01/2019,W.P. Labuan,Manufacturing,1.391,2019
growth_yoy,01/01/2019,W.P. Labuan,Construction,13.533,2019
growth_yoy,01/01/2019,W.P. Labuan,Services,7.606,2019
growth_yoy,01/01/2019,W.P. Labuan,Import Duties,-73.211,2019
growth_yoy,01/01/2020,Johor,Overall GDP,-4.584,2020
growth_yoy,01/01/2020,Johor,Agriculture,2.764,2020
growth_yoy,01/01/2020,Johor,Mining & Quarrying,-19.08,2020
growth_yoy,01/01/2020,Johor,Manufacturing,-3.674,2020
growth_yoy,01/01/2020,Johor,Construction,-37.676,2020
growth_yoy,01/01/2020,Johor,Services,-3.165,2020
growth_yoy,01/01/2020,Johor,Import Duties,-17.51,2020
growth_yoy,01/01/2020,Kedah,Overall GDP,-1.705,2020
growth_yoy,01/01/2020,Kedah,Agriculture,-2.265,2020
growth_yoy,01/01/2020,Kedah,Mining & Quarrying,-10.729,2020
growth_yoy,01/01/2020,Kedah,Manufacturing,1.408,2020
growth_yoy,01/01/2020,Kedah,Construction,2.039,2020
growth_yoy,01/01/2020,Kedah,Services,-3.391,2020
growth_yoy,01/01/2020,Kedah,Import Duties,10.718,2020
growth_yoy,01/01/2020,Kelantan,Overall GDP,-1.144,2020
growth_yoy,01/01/2020,Kelantan,Agriculture,0.065,2020
growth_yoy,01/01/2020,Kelantan,Mining & Quarrying,-17.973,2020
growth_yoy,01/01/2020,Kelantan,Manufacturing,-5.105,2020
growth_yoy,01/01/2020,Kelantan,Construction,3.477,2020
growth_yoy,01/01/2020,Kelantan,Services,-0.919,2020
growth_yoy,01/01/2020,Kelantan,Import Duties,-20.438,2020
growth_yoy,01/01/2020,Melaka,Overall GDP,-5.858,2020
growth_yoy,01/01/2020,Melaka,Agriculture,3.392,2020
growth_yoy,01/01/2020,Melaka,Mining & Quarrying,-12.697,2020
growth_yoy,01/01/2020,Melaka,Manufacturing,-8.494,2020
growth_yoy,01/01/2020,Melaka,Construction,-26.945,2020
growth_yoy,01/01/2020,Melaka,Services,-4.532,2020
growth_yoy,01/01/2020,Melaka,Import Duties,67.087,2020
growth_yoy,01/01/2020,Negeri Sembilan,Overall GDP,-3.534,2020
growth_yoy,01/01/2020,Negeri Sembilan,Agriculture,-6.694,2020
growth_yoy,01/01/2020,Negeri Sembilan,Mining & Quarrying,-15.308,2020
growth_yoy,01/01/2020,Negeri Sembilan,Manufacturing,-4.931,2020
growth_yoy,01/01/2020,Negeri Sembilan,Construction,-25.638,2020
growth_yoy,01/01/2020,Negeri Sembilan,Services,-0.896,2020
growth_yoy,01/01/2020,Negeri Sembilan,Import Duties,18.32,2020
growth_yoy,01/01/2020,Pahang,Overall GDP,-6.073,2020
growth_yoy,01/01/2020,Pahang,Agriculture,1.185,2020
growth_yoy,01/01/2020,Pahang,Mining & Quarrying,-25.143,2020
growth_yoy,01/01/2020,Pahang,Manufacturing,-4.077,2020
growth_yoy,01/01/2020,Pahang,Construction,-21.711,2020
growth_yoy,01/01/2020,Pahang,Services,-8.67,2020
growth_yoy,01/01/2020,Pahang,Import Duties,36.885,2020
growth_yoy,01/01/2020,Perak,Overall GDP,-2.275,2020
growth_yoy,01/01/2020,Perak,Agriculture,1.043,2020
growth_yoy,01/01/2020,Perak,Mining & Quarrying,-14.352,2020
growth_yoy,01/01/2020,Perak,Manufacturing,3.454,2020
growth_yoy,01/01/2020,Perak,Construction,-17.38,2020
growth_yoy,01/01/2020,Perak,Services,-3.823,2020
growth_yoy,01/01/2020,Perak,Import Duties,62.117,2020
growth_yoy,01/01/2020,Perlis,Overall GDP,-5.954,2020
growth_yoy,01/01/2020,Perlis,Agriculture,-18.456,2020
growth_yoy,01/01/2020,Perlis,Mining & Quarrying,-9.757,2020
growth_yoy,01/01/2020,Perlis,Manufacturing,-5.608,2020
growth_yoy,01/01/2020,Perlis,Construction,-9.634,2020
growth_yoy,01/01/2020,Perlis,Services,-1.047,2020
growth_yoy,01/01/2020,Perlis,Import Duties,-43.967,2020
growth_yoy,01/01/2020,Pulau Pinang,Overall GDP,-2.065,2020
growth_yoy,01/01/2020,Pulau Pinang,Agriculture,-0.916,2020
growth_yoy,01/01/2020,Pulau Pinang,Mining & Quarrying,-18.844,2020
growth_yoy,01/01/2020,Pulau Pinang,Manufacturing,2.755,2020
growth_yoy,01/01/2020,Pulau Pinang,Construction,-15.505,2020
growth_yoy,01/01/2020,Pulau Pinang,Services,-5.482,2020
growth_yoy,01/01/2020,Pulau Pinang,Import Duties,9.446,2020
growth_yoy,01/01/2020,Sabah,Overall GDP,-9.11,2020
growth_yoy,01/01/2020,Sabah,Agriculture,-6.711,2020
growth_yoy,01/01/2020,Sabah,Mining & Quarrying,-12.317,2020
growth_yoy,01/01/2020,Sabah,Manufacturing,-6.636,2020
growth_yoy,01/01/2020,Sabah,Construction,-29.114,2020
growth_yoy,01/01/2020,Sabah,Services,-7.18,2020
growth_yoy,01/01/2020,Sabah,Import Duties,43.933,2020
growth_yoy,01/01/2020,Sarawak,Overall GDP,-6.729,2020
growth_yoy,01/01/2020,Sarawak,Agriculture,-10.079,2020
growth_yoy,01/01/2020,Sarawak,Mining & Quarrying,-4.736,2020
growth_yoy,01/01/2020,Sarawak,Manufacturing,-8.699,2020
growth_yoy,01/01/2020,Sarawak,Construction,-8.811,2020
growth_yoy,01/01/2020,Sarawak,Services,-5.334,2020
growth_yoy,01/01/2020,Sarawak,Import Duties,21.808,2020
growth_yoy,01/01/2020,Selangor,Overall GDP,-5.276,2020
growth_yoy,01/01/2020,Selangor,Agriculture,0.262,2020
growth_yoy,01/01/2020,Selangor,Mining & Quarrying,-12.095,2020
growth_yoy,01/01/2020,Selangor,Manufacturing,-0.863,2020
growth_yoy,01/01/2020,Selangor,Construction,-9.674,2020
growth_yoy,01/01/2020,Selangor,Services,-6.634,2020
