series,date,state,sector,value,year
growth_yoy,01/01/2020,Selangor,Import Duties,-12.536,2020
growth_yoy,01/01/2020,Terengganu,Overall GDP,-5.573,2020
growth_yoy,01/01/2020,Terengganu,Agriculture,-3.755,2020
growth_yoy,01/01/2020,Terengganu,Mining & Quarrying,-12.456,2020
growth_yoy,01/01/2020,Terengganu,Manufacturing,-9.407,2020
growth_yoy,01/01/2020,Terengganu,Construction,-7.292,2020
growth_yoy,01/01/2020,Terengganu,Services,-3.059,2020
growth_yoy,01/01/2020,Terengganu,Import Duties,92.504,2020
growth_yoy,01/01/2020,W.P. Kuala Lumpur,Overall GDP,-6.992,2020
growth_yoy,01/01/2020,W.P. Kuala Lumpur,Agriculture,,2020
growth_yoy,01/01/2020,W.P. Kuala Lumpur,Mining & Quarrying,-9.411,2020
growth_yoy,01/01/2020,W.P. Kuala Lumpur,Manufacturing,-6.302,2020
growth_yoy,01/01/2020,W.P. Kuala Lumpur,Construction,-26.425,2020
growth_yoy,01/01/2020,W.P. Kuala Lumpur,Services,-5.419,2020
growth_yoy,01/01/2020,W.P. Kuala Lumpur,Import Duties,1.63,2020
growth_yoy,01/01/2020,W.P. Labuan,Overall GDP,-0.13,2020
growth_yoy,01/01/2020,W.P. Labuan,Agriculture,-13.6,2020
growth_yoy,01/01/2020,W.P. Labuan,Mining & Quarrying,,2020
growth_yoy,01/01/2020,W.P. Labuan,Manufacturing,-1.167,2020
growth_yoy,01/01/2020,W.P. Labuan,Construction,-8.237,2020
growth_yoy,01/01/2020,W.P. Labuan,Services,0.215,2020
growth_yoy,01/01/2020,W.P. Labuan,Import Duties,83.238,2020
growth_yoy,01/01/2021,Johor,Overall GDP,2.475,2021
growth_yoy,01/01/2021,Johor,Agriculture,0.154,2021
growth_yoy,01/01/2021,Johor,Mining & Quarrying,-10.744,2021
growth_yoy,01/01/2021,Johor,Manufacturing,5.372,2021
growth_yoy,01/01/2021,Johor,Construction,-18.15,2021
growth_yoy,01/01/2021,Johor,Services,2.942,2021
growth_yoy,01/01/2021,Johor,Import Duties,-4.386,2021
growth_yoy,01/01/2021,Kedah,Overall GDP,3.177,2021
growth_yoy,01/01/2021,Kedah,Agriculture,2.735,2021
growth_yoy,01/01/2021,Kedah,Mining & Quarrying,-7.809,2021
growth_yoy,01/01/2021,Kedah,Manufacturing,6.215,2021
growth_yoy,01/01/2021,Kedah,Construction,-8.419,2021
growth_yoy,01/01/2021,Kedah,Services,1.933,2021
growth_yoy,01/01/2021,Kedah,Import Duties,30.753,2021
growth_yoy,01/01/2021,Kelantan,Overall GDP,2.359,2021
growth_yoy,01/01/2021,Kelantan,Agriculture,0.892,2021
growth_yoy,01/01/2021,Kelantan,Mining & Quarrying,3.14,2021
growth_yoy,01/01/2021,Kelantan,Manufacturing,2.084,2021
growth_yoy,01/01/2021,Kelantan,Construction,1.111,2021
growth_yoy,01/01/2021,Kelantan,Services,2.832,2021
growth_yoy,01/01/2021,Kelantan,Import Duties,39.847,2021
growth_yoy,01/01/2021,Melaka,Overall GDP,2.05,2021
growth_yoy,01/01/2021,Melaka,Agriculture,-1.446,2021
growth_yoy,01/01/2021,Melaka,Mining & Quarrying,-6.633,2021
growth_yoy,01/01/2021,Melaka,Manufacturing,3.348,2021
growth_yoy,01/01/2021,Melaka,Construction,-9.622,2021
growth_yoy,01/01/2021,Melaka,Services,2.696,2021
growth_yoy,01/01/2021,Melaka,Import Duties,-43.07,2021
growth_yoy,01/01/2021,Negeri Sembilan,Overall GDP,3.131,2021
growth_yoy,01/01/2021,Negeri Sembilan,Agriculture,-0.458,2021
growth_yoy,01/01/2021,Negeri Sembilan,Mining & Quarrying,-6.674,2021
growth_yoy,01/01/2021,Negeri Sembilan,Manufacturing,7.167,2021
growth_yoy,01/01/2021,Negeri Sembilan,Construction,-0.364,2021
growth_yoy,01/01/2021,Negeri Sembilan,Services,2.258,2021
growth_yoy,01/01/2021,Negeri Sembilan,Import Duties,-29.453,2021
growth_yoy,01/01/2021,Pahang,Overall GDP,1.011,2021
growth_yoy,01/01/2021,Pahang,Agriculture,0.032,2021
growth_yoy,01/01/2021,Pahang,Mining & Quarrying,-17.333,2021
growth_yoy,01/01/2021,Pahang,Manufacturing,6.077,2021
growth_yoy,01/01/2021,Pahang,Construction,18.405,2021
growth_yoy,01/01/2021,Pahang,Services,-1.13,2021
growth_yoy,01/01/2021,Pahang,Import Duties,-32.502,2021
growth_yoy,01/01/2021,Perak,Overall GDP,3.551,2021
growth_yoy,01/01/2021,Perak,Agriculture,2.96,2021
growth_yoy,01/01/2021,Perak,Mining & Quarrying,-7.015,2021
growth_yoy,01/01/2021,Perak,Manufacturing,9.166,2021
growth_yoy,01/01/2021,Perak,Construction,-6.716,2021
growth_yoy,01/01/2021,Perak,Services,2.571,2021
growth_yoy,01/01/2021,Perak,Import Duties,-31.958,2021
growth_yoy,01/01/2021,Perlis,Overall GDP,1.41,2021
growth_yoy,01/01/2021,Perlis,Agriculture,-5.904,2021
growth_yoy,01/01/2021,Perlis,Mining & Quarrying,-5.035,2021
growth_yoy,01/01/2021,Perlis,Manufacturing,5.381,2021
growth_yoy,01/01/2021,Perlis,Construction,0.13,2021
growth_yoy,01/01/2021,Perlis,Services,2.164,2021
growth_yoy,01/01/2021,Perlis,Import Duties,88.99,2021
growth_yoy,01/01/2021,Pulau Pinang,Overall GDP,6.941,2021
growth_yoy,01/01/2021,Pulau Pinang,Agriculture,-2.393,2021
growth_yoy,01/01/2021,Pulau Pinang,Mining & Quarrying,-6.585,2021
growth_yoy,01/01/2021,Pulau Pinang,Manufacturing,12.352,2021
growth_yoy,01/01/2021,Pulau Pinang,Construction,12.855,2021
growth_yoy,01/01/2021,Pulau Pinang,Services,2.395,2021
growth_yoy,01/01/2021,Pulau Pinang,Import Duties,-5.832,2021
growth_yoy,01/01/2021,Sabah,Overall GDP,1.49,2021
growth_yoy,01/01/2021,Sabah,Agriculture,-2.19,2021
growth_yoy,01/01/2021,Sabah,Mining & Quarrying,3.203,2021
growth_yoy,01/01/2021,Sabah,Manufacturing,-1.842,2021
growth_yoy,01/01/2021,Sabah,Construction,7.816,2021
growth_yoy,01/01/2021,Sabah,Services,2.108,2021
growth_yoy,01/01/2021,Sabah,Import Duties,-11.098,2021
growth_yoy,01/01/2021,Sarawak,Overall GDP,3.165,2021
growth_yoy,01/01/2021,Sarawak,Agriculture,-2.962,2021
growth_yoy,01/01/2021,Sarawak,Mining & Quarrying,-2.504,2021
growth_yoy,01/01/2021,Sarawak,Manufacturing,10.963,2021
growth_yoy,01/01/2021,Sarawak,Construction,10.012,2021
growth_yoy,01/01/2021,Sarawak,Services,2.5,2021
growth_yoy,01/01/2021,Sarawak,Import Duties,-8.352,2021
growth_yoy,01/01/2021,Selangor,Overall GDP,5.293,2021
growth_yoy,01/01/2021,Selangor,Agriculture,4.85,2021
growth_yoy,01/01/2021,Selangor,Mining & Quarrying,-6.272,2021
growth_yoy,01/01/2021,Selangor,Manufacturing,12.977,2021
growth_yoy,01/01/2021,Selangor,Construction,-6.382,2021
growth_yoy,01/01/2021,Selangor,Services,2.649,2021
growth_yoy,01/01/2021,Selangor,Import Duties,8.921,2021
growth_yoy,01/01/2021,Terengganu,Overall GDP,3.653,2021
growth_yoy,01/01/2021,Terengganu,Agriculture,-5.21,2021
growth_yoy,01/01/2021,Terengganu,Mining & Quarrying,1.01,2021
growth_yoy,01/01/2021,Terengganu,Manufacturing,9.464,2021
growth_yoy,01/01/2021,Terengganu,Construction,2.337,2021
growth_yoy,01/01/2021,Terengganu,Services,1.439,2021
growth_yoy,01/01/2021,Terengganu,Import Duties,-47.864,2021
growth_yoy,01/01/2021,W.P. Kuala Lumpur,Overall GDP,1.121,2021
growth_yoy,01/01/2021,W.P. Kuala Lumpur,Agriculture,,2021
growth_yoy,01/01/2021,W.P. Kuala Lumpur,Mining & Quarrying,-2.92,2021
growth_yoy,01/01/2021,W.P. Kuala Lumpur,Manufacturing,4.264,2021
growth_yoy,01/01/2021,W.P. Kuala Lumpur,Construction,-11.943,2021
growth_yoy,01/01/2021,W.P. Kuala Lumpur,Services,1.943,2021
growth_yoy,01/01/2021,W.P. Kuala Lumpur,Import Duties,1.187,2021
growth_yoy,01/01/2021,W.P. Labuan,Overall GDP,0.477,2021
growth_yoy,01/01/2021,W.P. Labuan,Agriculture,1.302,2021
growth_yoy,01/01/2021,W.P. Labuan,Mining & Quarrying,,2021
growth_yoy,01/01/2021,W.P. Labuan,Manufacturing,-1.008,2021
growth_yoy,01/01/2021,W.P. Labuan,Construction,-11.864,2021
growth_yoy,01/01/2021,W.P. Labuan,Services,1.461,2021
growth_yoy,01/01/2021,W.P. Labuan,Import Duties,-31.931,2021
growth_yoy,01/01/2022,Johor,Overall GDP,8.478,2022
growth_yoy,01/01/2022,Johor,Agriculture,3.081,2022
growth_yoy,01/01/2022,Johor,Mining & Quarrying,10.524,2022
growth_yoy,01/01/2022,Johor,Manufacturing,5.454,2022
growth_yoy,01/01/2022,Johor,Construction,15.931,2022
growth_yoy,01/01/2022,Johor,Services,10.994,2022
growth_yoy,01/01/2022,Johor,Import Duties,20.785,2022
growth_yoy,01/01/2022,Kedah,Overall GDP,7.319,2022
growth_yoy,01/01/2022,Kedah,Agriculture,0.339,2022
growth_yoy,01/01/2022,Kedah,Mining & Quarrying,10.763,2022
growth_yoy,01/01/2022,Kedah,Manufacturing,8.077,2022
growth_yoy,01/01/2022,Kedah,Construction,18.307,2022
growth_yoy,01/01/2022,Kedah,Services,7.973,2022
growth_yoy,01/01/2022,Kedah,Import Duties,7.671,2022
growth_yoy,01/01/2022,Kelantan,Overall GDP,4.471,2022
growth_yoy,01/01/2022,Kelantan,Agriculture,-3.904,2022
growth_yoy,01/01/2022,Kelantan,Mining & Quarrying,11.435,2022
growth_yoy,01/01/2022,Kelantan,Manufacturing,3.088,2022
growth_yoy,01/01/2022,Kelantan,Construction,19.687,2022
growth_yoy,01/01/2022,Kelantan,Services,6.781,2022
growth_yoy,01/01/2022,Kelantan,Import Duties,36.734,2022
growth_yoy,01/01/2022,Melaka,Overall GDP,8.854,2022
growth_yoy,01/01/2022,Melaka,Agriculture,0.61,2022
growth_yoy,01/01/2022,Melaka,Mining & Quarrying,10.453,2022
growth_yoy,01/01/2022,Melaka,Manufacturing,6.753,2022
growth_yoy,01/01/2022,Melaka,Construction,5.14,2022
growth_yoy,01/01/2022,Melaka,Services,12.438,2022
growth_yoy,01/01/2022,Melaka,Import Duties,13.205,2022
growth_yoy,01/01/2022,Negeri Sembilan,Overall GDP,6.596,2022
growth_yoy,01/01/2022,Negeri Sembilan,Agriculture,0.531,2022
growth_yoy,01/01/2022,Negeri Sembilan,Mining & Quarrying,10.877,2022
growth_yoy,01/01/2022,Negeri Sembilan,Manufacturing,7.971,2022
growth_yoy,01/01/2022,Negeri Sembilan,Construction,5.78,2022
growth_yoy,01/01/2022,Negeri Sembilan,Services,7.781,2022
growth_yoy,01/01/2022,Negeri Sembilan,Import Duties,-47.847,2022
growth_yoy,01/01/2022,Pahang,Overall GDP,11.375,2022
growth_yoy,01/01/2022,Pahang,Agriculture,6.778,2022
growth_yoy,01/01/2022,Pahang,Mining & Quarrying,12.761,2022
growth_yoy,01/01/2022,Pahang,Manufacturing,5.81,2022
growth_yoy,01/01/2022,Pahang,Construction,-1.046,2022
growth_yoy,01/01/2022,Pahang,Services,16.937,2022
growth_yoy,01/01/2022,Pahang,Import Duties,0.792,2022
growth_yoy,01/01/2022,Perak,Overall GDP,4.585,2022
growth_yoy,01/01/2022,Perak,Agriculture,-2.569,2022
growth_yoy,01/01/2022,Perak,Mining & Quarrying,11.846,2022
growth_yoy,01/01/2022,Perak,Manufacturing,0.99,2022
growth_yoy,01/01/2022,Perak,Construction,6.107,2022
growth_yoy,01/01/2022,Perak,Services,7.383,2022
growth_yoy,01/01/2022,Perak,Import Duties,48.019,2022
growth_yoy,01/01/2022,Perlis,Overall GDP,5.852,2022
growth_yoy,01/01/2022,Perlis,Agriculture,3.405,2022
growth_yoy,01/01/2022,Perlis,Mining & Quarrying,9.939,2022
growth_yoy,01/01/2022,Perlis,Manufacturing,4.525,2022
growth_yoy,01/01/2022,Perlis,Construction,1.102,2022
growth_yoy,01/01/2022,Perlis,Services,5.597,2022
growth_yoy,01/01/2022,Perlis,Import Duties,68.378,2022
growth_yoy,01/01/2022,Pulau Pinang,Overall GDP,13.273,2022
growth_yoy,01/01/2022,Pulau Pinang,Agriculture,4.743,2022
growth_yoy,01/01/2022,Pulau Pinang,Mining & Quarrying,10.712,2022
growth_yoy,01/01/2022,Pulau Pinang,Manufacturing,15.865,2022
growth_yoy,01/01/2022,Pulau Pinang,Construction,7.928,2022
growth_yoy,01/01/2022,Pulau Pinang,Services,11.492,2022
growth_yoy,01/01/2022,Pulau Pinang,Import Duties,2.954,2022
growth_yoy,01/01/2022,Sabah,Overall GDP,3.932,2022
growth_yoy,01/01/2022,Sabah,Agriculture,0.2,2022
growth_yoy,01/01/2022,Sabah,Mining & Quarrying,-0.582,2022
growth_yoy,01/01/2022,Sabah,Manufacturing,-2.546,2022
growth_yoy,01/01/2022,Sabah,Construction,6.174,2022
growth_yoy,01/01/2022,Sabah,Services,8.498,2022
growth_yoy,01/01/2022,Sabah,Import Duties,12.572,2022
growth_yoy,01/01/2022,Sarawak,Overall GDP,6.919,2022
growth_yoy,01/01/2022,Sarawak,Agriculture,1.805,2022
growth_yoy,01/01/2022,Sarawak,Mining & Quarrying,7.303,2022
growth_yoy,01/01/2022,Sarawak,Manufacturing,5.76,2022
growth_yoy,01/01/2022,Sarawak,Construction,4.028,2022
growth_yoy,01/01/2022,Sarawak,Services,9.338,2022
growth_yoy,01/01/2022,Sarawak,Import Duties,20.351,2022
growth_yoy,01/01/2022,Selangor,Overall GDP,11.931,2022
growth_yoy,01/01/2022,Selangor,Agriculture,-0.498,2022
growth_yoy,01/01/2022,Selangor,Mining & Quarrying,12.555,2022
growth_yoy,01/01/2022,Selangor,Manufacturing,9.042,2022
growth_yoy,01/01/2022,Selangor,Construction,4.206,2022
growth_yoy,01/01/2022,Selangor,Services,13.602,2022
growth_yoy,01/01/2022,Selangor,Import Duties,32.131,2022
growth_yoy,01/01/2022,Terengganu,Overall GDP,6.011,2022
growth_yoy,01/01/2022,Terengganu,Agriculture,-3.346,2022
growth_yoy,01/01/2022,Terengganu,Mining & Quarrying,10.968,2022
growth_yoy,01/01/2022,Terengganu,Manufacturing,8.296,2022
growth_yoy,01/01/2022,Terengganu,Construction,3.425,2022
growth_yoy,01/01/2022,Terengganu,Services,5.952,2022
growth_yoy,01/01/2022,Terengganu,Import Duties,-48.072,2022
growth_yoy,01/01/2022,W.P. Kuala Lumpur,Overall GDP,9.384,2022
growth_yoy,01/01/2022,W.P. Kuala Lumpur,Agriculture,,2022
growth_yoy,01/01/2022,W.P. Kuala Lumpur,Mining & Quarrying,10.087,2022
growth_yoy,01/01/2022,W.P. Kuala Lumpur,Manufacturing,5.34,2022
growth_yoy,01/01/2022,W.P. Kuala Lumpur,Construction,2.057,2022
growth_yoy,01/01/2022,W.P. Kuala Lumpur,Services,10.963,2022
growth_yoy,01/01/2022,W.P. Kuala Lumpur,Import Duties,-43.136,2022
growth_yoy,01/01/2022,W.P. Labuan,Overall GDP,4.09,2022
growth_yoy,01/01/2022,W.P. Labuan,Agriculture,4.724,2022
growth_yoy,01/01/2022,W.P. Labuan,Mining & Quarrying,,2022
growth_yoy,01/01/2022,W.P. Labuan,Manufacturing,1.7,2022
growth_yoy,01/01/2022,W.P. Labuan,Construction,3.252,2022
growth_yoy,01/01/2022,W.P. Labuan,Services,4.751,2022
growth_yoy,01/01/2022,W.P. Labuan,Import Duties,-13.38,2022
growth_yoy,01/01/2023,Johor,Overall GDP,4.099,2023
growth_yoy,01/01/2023,Johor,Agriculture,-1.135,2023
growth_yoy,01/01/2023,Johor,Mining & Quarrying,6.545,2023
growth_yoy,01/01/2023,Johor,Manufacturing,2.834,2023
growth_yoy,01/01/2023,Johor,Construction,13.193,2023
growth_yoy,01/01/2023,Johor,Services,5.384,2023
growth_yoy,01/01/2023,Johor,Import Duties,10.772,2023
growth_yoy,01/01/2023,Kedah,Overall GDP,1.569,2023
growth_yoy,01/01/2023,Kedah,Agriculture,-2.821,2023
growth_yoy,01/01/2023,Kedah,Mining & Quarrying,6.736,2023
growth_yoy,01/01/2023,Kedah,Manufacturing,-3.172,2023
growth_yoy,01/01/2023,Kedah,Construction,30.809,2023
growth_yoy,01/01/2023,Kedah,Services,4.013,2023
growth_yoy,01/01/2023,Kedah,Import Duties,-13.199,2023
growth_yoy,01/01/2023,Kelantan,Overall GDP,2.649,2023
growth_yoy,01/01/2023,Kelantan,Agriculture,-0.537,2023
growth_yoy,01/01/2023,Kelantan,Mining & Quarrying,8.114,2023
growth_yoy,01/01/2023,Kelantan,Manufacturing,-2.583,2023
growth_yoy,01/01/2023,Kelantan,Construction,6.7,2023
growth_yoy,01/01/2023,Kelantan,Services,3.782,2023
growth_yoy,01/01/2023,Kelantan,Import Duties,-18.289,2023
growth_yoy,01/01/2023,Melaka,Overall GDP,2.972,2023
growth_yoy,01/01/2023,Melaka,Agriculture,6.461,2023
growth_yoy,01/01/2023,Melaka,Mining & Quarrying,6.137,2023
growth_yoy,01/01/2023,Melaka,Manufacturing,0.275,2023
growth_yoy,01/01/2023,Melaka,Construction,5.668,2023
growth_yoy,01/01/2023,Melaka,Services,4.158,2023
growth_yoy,01/01/2023,Melaka,Import Duties,-2.661,2023
growth_yoy,01/01/2023,Negeri Sembilan,Overall GDP,1.815,2023
growth_yoy,01/01/2023,Negeri Sembilan,Agriculture,-4.946,2023
growth_yoy,01/01/2023,Negeri Sembilan,Mining & Quarrying,8.61,2023
growth_yoy,01/01/2023,Negeri Sembilan,Manufacturing,1.204,2023
growth_yoy,01/01/2023,Negeri Sembilan,Construction,-8.406,2023
growth_yoy,01/01/2023,Negeri Sembilan,Services,4.493,2023
growth_yoy,01/01/2023,Negeri Sembilan,Import Duties,-69.351,2023
growth_yoy,01/01/2023,Pahang,Overall GDP,5.175,2023
growth_yoy,01/01/2023,Pahang,Agriculture,2.489,2023
growth_yoy,01/01/2023,Pahang,Mining & Quarrying,9.618,2023
growth_yoy,01/01/2023,Pahang,Manufacturing,2.138,2023
growth_yoy,01/01/2023,Pahang,Construction,37.113,2023
growth_yoy,01/01/2023,Pahang,Services,6.038,2023
growth_yoy,01/01/2023,Pahang,Import Duties,-26.34,2023
growth_yoy,01/01/2023,Perak,Overall GDP,2.651,2023
growth_yoy,01/01/2023,Perak,Agriculture,1.881,2023
growth_yoy,01/01/2023,Perak,Mining & Quarrying,8.32,2023
growth_yoy,01/01/2023,Perak,Manufacturing,2.214,2023
growth_yoy,01/01/2023,Perak,Construction,-0.182,2023
growth_yoy,01/01/2023,Perak,Services,3.009,2023
growth_yoy,01/01/2023,Perak,Import Duties,15.567,2023
growth_yoy,01/01/2023,Perlis,Overall GDP,2.145,2023
growth_yoy,01/01/2023,Perlis,Agriculture,4.064,2023
growth_yoy,01/01/2023,Perlis,Mining & Quarrying,5.167,2023
growth_yoy,01/01/2023,Perlis,Manufacturing,-0.972,2023
growth_yoy,01/01/2023,Perlis,Construction,4.005,2023
growth_yoy,01/01/2023,Perlis,Services,2.333,2023
growth_yoy,01/01/2023,Perlis,Import Duties,-11.085,2023
growth_yoy,01/01/2023,Pulau Pinang,Overall GDP,3.274,2023
growth_yoy,01/01/2023,Pulau Pinang,Agriculture,6.494,2023
growth_yoy,01/01/2023,Pulau Pinang,Mining & Quarrying,6.751,2023
growth_yoy,01/01/2023,Pulau Pinang,Manufacturing,-0.543,2023
growth_yoy,01/01/2023,Pulau Pinang,Construction,23.605,2023
growth_yoy,01/01/2023,Pulau Pinang,Services,6.034,2023
growth_yoy,01/01/2023,Pulau Pinang,Import Duties,2.321,2023
growth_yoy,01/01/2023,Sabah,Overall GDP,1.328,2023
growth_yoy,01/01/2023,Sabah,Agriculture,0.847,2023
growth_yoy,01/01/2023,Sabah,Mining & Quarrying,-5.208,2023
growth_yoy,01/01/2023,Sabah,Manufacturing,4.375,2023
growth_yoy,01/01/2023,Sabah,Construction,-1.116,2023
growth_yoy,01/01/2023,Sabah,Services,4.517,2023
growth_yoy,01/01/2023,Sabah,Import Duties,-2.553,2023
growth_yoy,01/01/2023,Sarawak,Overall GDP,1.175,2023
growth_yoy,01/01/2023,Sarawak,Agriculture,2.049,2023
growth_yoy,01/01/2023,Sarawak,Mining & Quarrying,-1.022,2023
growth_yoy,01/01/2023,Sarawak,Manufacturing,-3.908,2023
growth_yoy,01/01/2023,Sarawak,Construction,8.303,2023
growth_yoy,01/01/2023,Sarawak,Services,5.433,2023
growth_yoy,01/01/2023,Sarawak,Import Duties,-1.914,2023
growth_yoy,01/01/2023,Selangor,Overall GDP,5.43,2023
growth_yoy,01/01/2023,Selangor,Agriculture,-7.331,2023
growth_yoy,01/01/2023,Selangor,Mining & Quarrying,3.811,2023
growth_yoy,01/01/2023,Selangor,Manufacturing,2.048,2023
growth_yoy,01/01/2023,Selangor,Construction,10.168,2023
growth_yoy,01/01/2023,Selangor,Services,6.132,2023
growth_yoy,01/01/2023,Selangor,Import Duties,25.101,2023
growth_yoy,01/01/2023,Terengganu,Overall GDP,2.269,2023
growth_yoy,01/01/2023,Terengganu,Agriculture,7.427,2023
growth_yoy,01/01/2023,Terengganu,Mining & Quarrying,5.343,2023
growth_yoy,01/01/2023,Terengganu,Manufacturing,0.159,2023
growth_yoy,01/01/2023,Terengganu,Construction,1.593,2023
growth_yoy,01/01/2023,Terengganu,Services,3.073,2023
growth_yoy,01/01/2023,Terengganu,Import Duties,77.215,2023
growth_yoy,01/01/2023,W.P. Kuala Lumpur,Overall GDP,3.652,2023
growth_yoy,01/01/2023,W.P. Kuala Lumpur,Agriculture,,2023
growth_yoy,01/01/2023,W.P. Kuala Lumpur,Mining & Quarrying,3.304,2023
growth_yoy,01/01/2023,W.P. Kuala Lumpur,Manufacturing,1.829,2023
growth_yoy,01/01/2023,W.P. Kuala Lumpur,Construction,-8.93,2023
growth_yoy,01/01/2023,W.P. Kuala Lumpur,Services,4.874,2023
growth_yoy,01/01/2023,W.P. Kuala Lumpur,Import Duties,-43.826,2023
growth_yoy,01/01/2023,W.P. Labuan,Overall GDP,1.918,2023
growth_yoy,01/01/2023,W.P. Labuan,Agriculture,3.2,2023
growth_yoy,01/01/2023,W.P. Labuan,Mining & Quarrying,,2023
growth_yoy,01/01/2023,W.P. Labuan,Manufacturing,0.41,2023
growth_yoy,01/01/2023,W.P. Labuan,Construction,1.751,2023
growth_yoy,01/01/2023,W.P. Labuan,Services,2.155,2023
growth_yoy,01/01/2023,W.P. Labuan,Import Duties,15.095,2023
abs,01/01/2015,Supra,Overall GDP,51419.75,2015
abs,01/01/2015,Supra,Agriculture,0,2015
abs,01/01/2015,Supra,Mining & Quarrying,51419.75,2015
abs,01/01/2015,Supra,Manufacturing,0,2015
abs,01/01/2015,Supra,Construction,0,2015
abs,01/01/2015,Supra,Services,0,2015
abs,01/01/2015,Supra,Import Duties,0,2015
abs,01/01/2016,Supra,Overall GDP,50562.395,2016
abs,01/01/2016,Supra,Agriculture,0,2016
abs,01/01/2016,Supra,Mining & Quarrying,50562.395,2016
abs,01/01/2016,Supra,Manufacturing,0,2016
abs,01/01/2016,Supra,Construction,0,2016
abs,01/01/2016,Supra,Services,0,2016
abs,01/01/2016,Supra,Import Duties,0,2016
abs,01/01/2017,Supra,Overall GDP,46512.054,2017
abs,01/01/2017,Supra,Agriculture,0,2017
abs,01/01/2017,Supra,Mining & Quarrying,46512.054,2017
abs,01/01/2017,Supra,Manufacturing,0,2017
abs,01/01/2017,Supra,Construction,0,2017
abs,01/01/2017,Supra,Services,0,2017
abs,01/01/2017,Supra,Import Duties,0,2017
abs,01/01/2018,Supra,Overall GDP,46044.467,2018
abs,01/01/2018,Supra,Agriculture,0,2018
abs,01/01/2018,Supra,Mining & Quarrying,46044.467,2018
abs,01/01/2018,Supra,Manufacturing,0,2018
abs,01/01/2018,Supra,Construction,0,2018
abs,01/01/2018,Supra,Services,0,2018
abs,01/01/2018,Supra,Import Duties,0,2018
abs,01/01/2019,Supra,Overall GDP,45738.116,2019
abs,01/01/2019,Supra,Agriculture,0,2019
abs,01/01/2019,Supra,Mining & Quarrying,45738.116,2019
abs,01/01/2019,Supra,Manufacturing,0,2019
abs,01/01/2019,Supra,Construction,0,2019
abs,01/01/2019,Supra,Services,0,2019
abs,01/01/2019,Supra,Import Duties,0,2019
abs,01/01/2020,Supra,Overall GDP,40697.536,2020
abs,01/01/2020,Supra,Agriculture,0,2020
abs,01/01/2020,Supra,Mining & Quarrying,40697.536,2020
abs,01/01/2020,Supra,Manufacturing,0,2020
abs,01/01/2020,Supra,Construction,0,2020
abs,01/01/2020,Supra,Services,0,2020
abs,01/01/2020,Supra,Import Duties,0,2020
abs,01/01/2021,Supra,Overall GDP,41895.612,2021
abs,01/01/2021,Supra,Agriculture,0,2021
abs,01/01/2021,Supra,Mining & Quarrying,41895.612,2021
abs,01/01/2021,Supra,Manufacturing,0,2021
abs,01/01/2021,Supra,Construction,0,2021
abs,01/01/2021,Supra,Services,0,2021
abs,01/01/2021,Supra,Import Duties,0,2021
abs,01/01/2022,Supra,Overall GDP,42872.705,2022
abs,01/01/2022,Supra,Agriculture,0,2022
abs,01/01/2022,Supra,Mining & Quarrying,42872.705,2022
abs,01/01/2022,Supra,Manufacturing,0,2022
abs,01/01/2022,Supra,Construction,0,2022
abs,01/01/2022,Supra,Services,0,2022
abs,01/01/2022,Supra,Import Duties,0,2022
abs,01/01/2023,Supra,Overall GDP,44503.21,2023
abs,01/01/2023,Supra,Agriculture,0,2023
abs,01/01/2023,Supra,Mining & Quarrying,44503.21,2023
abs,01/01/2023,Supra,Manufacturing,0,2023
abs,01/01/2023,Supra,Construction,0,2023
abs,01/01/2023,Supra,Services,0,2023
abs,01/01/2023,Supra,Import Duties,0,2023
growth_yoy,01/01/2016,Supra,Overall GDP,-1.667,2016
growth_yoy,01/01/2016,Supra,Agriculture,,2016
growth_yoy,01/01/2016,Supra,Mining & Quarrying,-1.667,2016
growth_yoy,01/01/2016,Supra,Manufacturing,,2016
growth_yoy,01/01/2016,Supra,Construction,,2016
growth_yoy,01/01/2016,Supra,Services,,2016
growth_yoy,01/01/2016,Supra,Import Duties,,2016
growth_yoy,01/01/2017,Supra,Overall GDP,-8.011,2017
growth_yoy,01/01/2017,Supra,Agriculture,,2017
growth_yoy,01/01/2017,Supra,Mining & Quarrying,-8.011,2017
growth_yoy,01/01/2017,Supra,Manufacturing,,2017
growth_yoy,01/01/2017,Supra,Construction,,2017
growth_yoy,01/01/2017,Supra,Services,,2017
growth_yoy,01/01/2017,Supra,Import Duties,,2017
growth_yoy,01/01/2018,Supra,Overall GDP,-1.005,2018
growth_yoy,01/01/2018,Supra,Agriculture,,2018
growth_yoy,01/01/2018,Supra,Mining & Quarrying,-1.005,2018
growth_yoy,01/01/2018,Supra,Manufacturing,,2018
growth_yoy,01/01/2018,Supra,Construction,,2018
growth_yoy,01/01/2018,Supra,Services,,2018
growth_yoy,01/01/2018,Supra,Import Duties,,2018
growth_yoy,01/01/2019,Supra,Overall GDP,-0.665,2019
growth_yoy,01/01/2019,Supra,Agriculture,,2019
growth_yoy,01/01/2019,Supra,Mining & Quarrying,-0.665,2019
growth_yoy,01/01/2019,Supra,Manufacturing,,2019
growth_yoy,01/01/2019,Supra,Construction,,2019
growth_yoy,01/01/2019,Supra,Services,,2019
growth_yoy,01/01/2019,Supra,Import Duties,,2019
growth_yoy,01/01/2020,Supra,Overall GDP,-11.021,2020
